source,target,weight,type,code
#lafranceforte,#saintraphael,1,undirected,#lafranceforte_to_#saintraphael
#narbonne,#facebook,1,undirected,#narbonne_to_#facebook
#nice06,#lafranceforte,1,undirected,#nice06_to_#lafranceforte
#sarko,#bilanboulet,1,undirected,#sarko_to_#bilanboulet
#sarko,#republiqueirreprochable,1,undirected,#sarko_to_#republiqueirreprochable
#sarko,#tvasociale,1,undirected,#sarko_to_#tvasociale
#sarko,#paquetfiscal,1,undirected,#sarko_to_#paquetfiscal
#bilanboulet,#republiqueirreprochable,1,undirected,#bilanboulet_to_#republiqueirreprochable
#bilanboulet,#tvasociale,1,undirected,#bilanboulet_to_#tvasociale
#bilanboulet,#paquetfiscal,1,undirected,#bilanboulet_to_#paquetfiscal
#republiqueirreprochable,#tvasociale,1,undirected,#republiqueirreprochable_to_#tvasociale
#republiqueirreprochable,#paquetfiscal,1,undirected,#republiqueirreprochable_to_#paquetfiscal
#tvasociale,#paquetfiscal,1,undirected,#tvasociale_to_#paquetfiscal
#ns2012,#nice06,1,undirected,#ns2012_to_#nice06
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#nice06,#lafranceforte,1,undirected,#nice06_to_#lafranceforte
#narbonne,#fh2012,1,undirected,#narbonne_to_#fh2012
#fh2012,#jpbelacreon,1,undirected,#fh2012_to_#jpbelacreon
#valence,#fh2012,1,undirected,#valence_to_#fh2012
#narbonne,#lechangementcestmaintenant,1,undirected,#narbonne_to_#lechangementcestmaintenant
#narbonne,#fh2012,1,undirected,#narbonne_to_#fh2012
#lechangementcestmaintenant,#fh2012,1,undirected,#lechangementcestmaintenant_to_#fh2012
#bfm,#bourdin,1,undirected,#bfm_to_#bourdin
#bfm,#valence,1,undirected,#bfm_to_#valence
#bfm,#fh2012,1,undirected,#bfm_to_#fh2012
#bfm,#changement,1,undirected,#bfm_to_#changement
#bfm,#lccm,1,undirected,#bfm_to_#lccm
#bourdin,#valence,1,undirected,#bourdin_to_#valence
#bourdin,#fh2012,1,undirected,#bourdin_to_#fh2012
#bourdin,#changement,1,undirected,#bourdin_to_#changement
#bourdin,#lccm,1,undirected,#bourdin_to_#lccm
#valence,#fh2012,1,undirected,#valence_to_#fh2012
#valence,#changement,1,undirected,#valence_to_#changement
#valence,#lccm,1,undirected,#valence_to_#lccm
#fh2012,#changement,1,undirected,#fh2012_to_#changement
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#changement,#lccm,1,undirected,#changement_to_#lccm
#hollande,#menton,1,undirected,#hollande_to_#menton
#franceforte,#menton,1,undirected,#franceforte_to_#menton
#rennes,#fh2012,1,undirected,#rennes_to_#fh2012
#lccm,#hollande2012,1,undirected,#lccm_to_#hollande2012
#rennes,#fh2012,1,undirected,#rennes_to_#fh2012
#sécurité,#debatnicematin,1,undirected,#sécurité_to_#debatnicematin
#hollande,#débatnicematin,1,undirected,#hollande_to_#débatnicematin
#franceinfo,#fh2012,1,undirected,#franceinfo_to_#fh2012
#fh2012,#fh2012,1,undirected,#fh2012_to_#fh2012
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#republiqueirreprochable,#kadhafi,1,undirected,#republiqueirreprochable_to_#kadhafi
#republiqueirreprochable,#sarko,1,undirected,#republiqueirreprochable_to_#sarko
#kadhafi,#sarko,1,undirected,#kadhafi_to_#sarko
#fabriqueenfrance,#ns2012,1,undirected,#fabriqueenfrance_to_#ns2012
#lgj,#franceinfo,1,undirected,#lgj_to_#franceinfo
#lgj,#fh2012,1,undirected,#lgj_to_#fh2012
#lgj,#lccm,1,undirected,#lgj_to_#lccm
#franceinfo,#fh2012,1,undirected,#franceinfo_to_#fh2012
#franceinfo,#lccm,1,undirected,#franceinfo_to_#lccm
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#lgj,#franceinfo,1,undirected,#lgj_to_#franceinfo
#lgj,#fh2012,1,undirected,#lgj_to_#fh2012
#lgj,#lccm,1,undirected,#lgj_to_#lccm
#franceinfo,#fh2012,1,undirected,#franceinfo_to_#fh2012
#franceinfo,#lccm,1,undirected,#franceinfo_to_#lccm
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#circo7711,#fh2012,1,undirected,#circo7711_to_#fh2012
#sarkozy,#fh2012,1,undirected,#sarkozy_to_#fh2012
#circo7711,#fh2012,1,undirected,#circo7711_to_#fh2012
#circo7711,#fh2012,1,undirected,#circo7711_to_#fh2012
#jeunesse,#sarkozy,1,undirected,#jeunesse_to_#sarkozy
#ns2012,#ipj,1,undirected,#ns2012_to_#ipj
#ipj,#lafranceforte,1,undirected,#ipj_to_#lafranceforte
#ump,#franceforte,1,undirected,#ump_to_#franceforte
#fh2012,#hollande2012,1,undirected,#fh2012_to_#hollande2012
#lepen,#nice06,1,undirected,#lepen_to_#nice06
#franceforte,#nègre,1,undirected,#franceforte_to_#nègre
#franceforte,#ns2012,1,undirected,#franceforte_to_#ns2012
#nègre,#ns2012,1,undirected,#nègre_to_#ns2012
#fh2012,#circo7711,1,undirected,#fh2012_to_#circo7711
#fh2012,#nice,1,undirected,#fh2012_to_#nice
#franceinter,#fh2012,1,undirected,#franceinter_to_#fh2012
#franceinter,#lccm,1,undirected,#franceinter_to_#lccm
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#ma,#franceinter,1,undirected,#ma_to_#franceinter
#ma,#sarkozy,1,undirected,#ma_to_#sarkozy
#franceinter,#sarkozy,1,undirected,#franceinter_to_#sarkozy
#aubry,#franceinter,1,undirected,#aubry_to_#franceinter
#ma,#sarkozy,1,undirected,#ma_to_#sarkozy
#f_inter,#fh2012,1,undirected,#f_inter_to_#fh2012
#f_inter,#ps,1,undirected,#f_inter_to_#ps
#f_inter,#lccm,1,undirected,#f_inter_to_#lccm
#fh2012,#ps,1,undirected,#fh2012_to_#ps
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#ps,#lccm,1,undirected,#ps_to_#lccm
#lccm,#vivementle22avriletle6mai,1,undirected,#lccm_to_#vivementle22avriletle6mai
#londes2012,#nice06,1,undirected,#londes2012_to_#nice06
#franceinter,#lccm,1,undirected,#franceinter_to_#lccm
#franceinter,#fh2012,1,undirected,#franceinter_to_#fh2012
#lccm,#fh2012,1,undirected,#lccm_to_#fh2012
#franceforte,#tabarot,1,undirected,#franceforte_to_#tabarot
#franceforte,#brochand,1,undirected,#franceforte_to_#brochand
#tabarot,#brochand,1,undirected,#tabarot_to_#brochand
#ogcnice,#om,1,undirected,#ogcnice_to_#om
#ogcnice,#nice06,1,undirected,#ogcnice_to_#nice06
#om,#nice06,1,undirected,#om_to_#nice06
#sarkozy,#schengen,1,undirected,#sarkozy_to_#schengen
#balladur,#sarkozy,1,undirected,#balladur_to_#sarkozy
#balladur,#tershirtstrestreschers,1,undirected,#balladur_to_#tershirtstrestreschers
#balladur,#karachi,1,undirected,#balladur_to_#karachi
#sarkozy,#tershirtstrestreschers,1,undirected,#sarkozy_to_#tershirtstrestreschers
#sarkozy,#karachi,1,undirected,#sarkozy_to_#karachi
#tershirtstrestreschers,#karachi,1,undirected,#tershirtstrestreschers_to_#karachi
#londres2012,#nice06,1,undirected,#londres2012_to_#nice06
#londres2012,#natation,1,undirected,#londres2012_to_#natation
#nice06,#natation,1,undirected,#nice06_to_#natation
#sécurité,#avignon,1,undirected,#sécurité_to_#avignon
#sécurité,#wagner,1,undirected,#sécurité_to_#wagner
#avignon,#wagner,1,undirected,#avignon_to_#wagner
#avignon,#wagner,1,undirected,#avignon_to_#wagner
#avignon,#wagner,1,undirected,#avignon_to_#wagner
#franceforte,#avignon,1,undirected,#franceforte_to_#avignon
#franceforte,#wagner,1,undirected,#franceforte_to_#wagner
#avignon,#wagner,1,undirected,#avignon_to_#wagner
#wagner,#avignon,1,undirected,#wagner_to_#avignon
#wagner,#roig,1,undirected,#wagner_to_#roig
#avignon,#roig,1,undirected,#avignon_to_#roig
#fh2012,#aurillac,1,undirected,#fh2012_to_#aurillac
#franceforte,#nice06,1,undirected,#franceforte_to_#nice06
#cannes,#franceforte,1,undirected,#cannes_to_#franceforte
#cannes,#brochand,1,undirected,#cannes_to_#brochand
#cannes,#ns2012,1,undirected,#cannes_to_#ns2012
#franceforte,#brochand,1,undirected,#franceforte_to_#brochand
#franceforte,#ns2012,1,undirected,#franceforte_to_#ns2012
#brochand,#ns2012,1,undirected,#brochand_to_#ns2012
#agnel,#londres2012,1,undirected,#agnel_to_#londres2012
#agnel,#lefert,1,undirected,#agnel_to_#lefert
#agnel,#nice06,1,undirected,#agnel_to_#nice06
#londres2012,#lefert,1,undirected,#londres2012_to_#lefert
#londres2012,#nice06,1,undirected,#londres2012_to_#nice06
#lefert,#nice06,1,undirected,#lefert_to_#nice06
#figaro,#huilesurlefeu,1,undirected,#figaro_to_#huilesurlefeu
#figaro,#manquededécence,1,undirected,#figaro_to_#manquededécence
#figaro,#mensonge,1,undirected,#figaro_to_#mensonge
#figaro,#lccm,1,undirected,#figaro_to_#lccm
#huilesurlefeu,#manquededécence,1,undirected,#huilesurlefeu_to_#manquededécence
#huilesurlefeu,#mensonge,1,undirected,#huilesurlefeu_to_#mensonge
#huilesurlefeu,#lccm,1,undirected,#huilesurlefeu_to_#lccm
#manquededécence,#mensonge,1,undirected,#manquededécence_to_#mensonge
#manquededécence,#lccm,1,undirected,#manquededécence_to_#lccm
#mensonge,#lccm,1,undirected,#mensonge_to_#lccm
#tram2nice,#nice06,1,undirected,#tram2nice_to_#nice06
#tram2nice,#nice06,1,undirected,#tram2nice_to_#nice06
#tram2nice,#nice06,1,undirected,#tram2nice_to_#nice06
#natation,#dunkerque,1,undirected,#natation_to_#dunkerque
#natation,#nice06,1,undirected,#natation_to_#nice06
#dunkerque,#nice06,1,undirected,#dunkerque_to_#nice06
#toulouse,#montauban,1,undirected,#toulouse_to_#montauban
#toulouse,#montauban,1,undirected,#toulouse_to_#montauban
#hollande,#fh2012,1,undirected,#hollande_to_#fh2012
#montauban,#toulouse,1,undirected,#montauban_to_#toulouse
#fusillade,#toulouse,1,undirected,#fusillade_to_#toulouse
#capital,#ns2012,1,undirected,#capital_to_#ns2012
#ns2012,#capital,1,undirected,#ns2012_to_#capital
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#capital,#lafranceforte,1,undirected,#capital_to_#lafranceforte
#hollande2012,#tapie,1,undirected,#hollande2012_to_#tapie
#hollande2012,#batailledesvaleurs,1,undirected,#hollande2012_to_#batailledesvaleurs
#tapie,#batailledesvaleurs,1,undirected,#tapie_to_#batailledesvaleurs
#tapie,#hollande2012,1,undirected,#tapie_to_#hollande2012
#tapie,#sarko,1,undirected,#tapie_to_#sarko
#hollande2012,#sarko,1,undirected,#hollande2012_to_#sarko
#lyon,#ns2012,1,undirected,#lyon_to_#ns2012
#lyon,#ns2012,1,undirected,#lyon_to_#ns2012
#lyon,#lafranceforte,1,undirected,#lyon_to_#lafranceforte
#ns2012,#lafranceforte,1,undirected,#ns2012_to_#lafranceforte
#sarko,#lyon,1,undirected,#sarko_to_#lyon
#sarko,#fh2012,1,undirected,#sarko_to_#fh2012
#sarko,#sonbilanestsonboulet,1,undirected,#sarko_to_#sonbilanestsonboulet
#lyon,#fh2012,1,undirected,#lyon_to_#fh2012
#lyon,#sonbilanestsonboulet,1,undirected,#lyon_to_#sonbilanestsonboulet
#fh2012,#sonbilanestsonboulet,1,undirected,#fh2012_to_#sonbilanestsonboulet
#sarkozy,#sondages,1,undirected,#sarkozy_to_#sondages
#sarkozy,#fh2012,1,undirected,#sarkozy_to_#fh2012
#sondages,#fh2012,1,undirected,#sondages_to_#fh2012
#lgj,#canal,1,undirected,#lgj_to_#canal
#ump06,#franceforte,1,undirected,#ump06_to_#franceforte
#hollande2012,#sarkocasuffit,1,undirected,#hollande2012_to_#sarkocasuffit
#hollande2012,#ddpa,1,undirected,#hollande2012_to_#ddpa
#hollande2012,#fh2012,1,undirected,#hollande2012_to_#fh2012
#ddpa,#fh2012,1,undirected,#ddpa_to_#fh2012
#dpda,#ns2012,1,undirected,#dpda_to_#ns2012
#copé,#hollande2012,1,undirected,#copé_to_#hollande2012
#dpda,#fh2012,1,undirected,#dpda_to_#fh2012
#cgt,#florange,1,undirected,#cgt_to_#florange
#cgt,#florange,1,undirected,#cgt_to_#florange
#cgt,#ns2012,1,undirected,#cgt_to_#ns2012
#florange,#ns2012,1,undirected,#florange_to_#ns2012
#marseille,#fh2012,1,undirected,#marseille_to_#fh2012
#fh2012,#marseille,1,undirected,#fh2012_to_#marseille
#fh2012,#marseille,1,undirected,#fh2012_to_#marseille
#marseille,#fh2012,1,undirected,#marseille_to_#fh2012
#marseille,#lccm,1,undirected,#marseille_to_#lccm
#marseille,#fh2012,1,undirected,#marseille_to_#fh2012
#lccm,#fh2012,1,undirected,#lccm_to_#fh2012
#marseille,#fh2012,1,undirected,#marseille_to_#fh2012
#libé,#classe,1,undirected,#libé_to_#classe
#libé,#fh2012,1,undirected,#libé_to_#fh2012
#classe,#fh2012,1,undirected,#classe_to_#fh2012
#mhf,#courteau,1,undirected,#mhf_to_#courteau
#mhf,#strasbourg,1,undirected,#mhf_to_#strasbourg
#courteau,#strasbourg,1,undirected,#courteau_to_#strasbourg
#sarko,#fh2012,1,undirected,#sarko_to_#fh2012
#sarko,#e1,1,undirected,#sarko_to_#e1
#fh2012,#e1,1,undirected,#fh2012_to_#e1
#ségur,#fh2012,1,undirected,#ségur_to_#fh2012
#ségur,#lccm,1,undirected,#ségur_to_#lccm
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#fh2012,#valence,1,undirected,#fh2012_to_#valence
#valence,#fh2012,1,undirected,#valence_to_#fh2012
#lccm,#fh2012,1,undirected,#lccm_to_#fh2012
#pdc,#ns2012,1,undirected,#pdc_to_#ns2012
#pdc,#sarkopipo,1,undirected,#pdc_to_#sarkopipo
#lafranceforte,#ns2012,1,undirected,#lafranceforte_to_#ns2012
#karachi,#sarko,1,undirected,#karachi_to_#sarko
#karachi,#flagrantdelitdemensonge,1,undirected,#karachi_to_#flagrantdelitdemensonge
#karachi,#pdc,1,undirected,#karachi_to_#pdc
#sarko,#flagrantdelitdemensonge,1,undirected,#sarko_to_#flagrantdelitdemensonge
#sarko,#pdc,1,undirected,#sarko_to_#pdc
#flagrantdelitdemensonge,#pdc,1,undirected,#flagrantdelitdemensonge_to_#pdc
#pdc,#priceless,1,undirected,#pdc_to_#priceless
#mégastore,#sarkopipo,1,undirected,#mégastore_to_#sarkopipo
#sarkocasuffit,#pdc,1,undirected,#sarkocasuffit_to_#pdc
#sarkocasuffit,#sarkoshow,1,undirected,#sarkocasuffit_to_#sarkoshow
#pdc,#sarkoshow,1,undirected,#pdc_to_#sarkoshow
#pdc,#fh2012,1,undirected,#pdc_to_#fh2012
#pdc,#sarkopipo,1,undirected,#pdc_to_#sarkopipo
#lejaby,#pdc,1,undirected,#lejaby_to_#pdc
#pdc,#pasdecuduvoyage,1,undirected,#pdc_to_#pasdecuduvoyage
#fouquets,#pdc,1,undirected,#fouquets_to_#pdc
#priceless,#pdc,1,undirected,#priceless_to_#pdc
#rsi,#pdc,1,undirected,#rsi_to_#pdc
#pdc,#sarkothon,1,undirected,#pdc_to_#sarkothon
#emploi,#capital,1,undirected,#emploi_to_#capital
#emploi,#fh2012,1,undirected,#emploi_to_#fh2012
#capital,#fh2012,1,undirected,#capital_to_#fh2012
#angela,#merkel,1,undirected,#angela_to_#merkel
#angela,#errarehumanumest,1,undirected,#angela_to_#errarehumanumest
#angela,#europe,1,undirected,#angela_to_#europe
#angela,#sarkothon,1,undirected,#angela_to_#sarkothon
#merkel,#errarehumanumest,1,undirected,#merkel_to_#errarehumanumest
#merkel,#europe,1,undirected,#merkel_to_#europe
#merkel,#sarkothon,1,undirected,#merkel_to_#sarkothon
#errarehumanumest,#europe,1,undirected,#errarehumanumest_to_#europe
#errarehumanumest,#sarkothon,1,undirected,#errarehumanumest_to_#sarkothon
#europe,#sarkothon,1,undirected,#europe_to_#sarkothon
#sarkozy,#sarkothon,1,undirected,#sarkozy_to_#sarkothon
#bonnepoire,#sarkothon,1,undirected,#bonnepoire_to_#sarkothon
#bonnepoire,#lcp,1,undirected,#bonnepoire_to_#lcp
#sarkothon,#lcp,1,undirected,#sarkothon_to_#lcp
#sossarko,#sarkothon,1,undirected,#sossarko_to_#sarkothon
#sossarko,#sarkocasuffit,1,undirected,#sossarko_to_#sarkocasuffit
#sossarko,#fh2012,1,undirected,#sossarko_to_#fh2012
#sossarko,#sarkozy,1,undirected,#sossarko_to_#sarkozy
#sarkothon,#sarkocasuffit,1,undirected,#sarkothon_to_#sarkocasuffit
#sarkothon,#fh2012,1,undirected,#sarkothon_to_#fh2012
#sarkothon,#sarkozy,1,undirected,#sarkothon_to_#sarkozy
#sarkocasuffit,#fh2012,1,undirected,#sarkocasuffit_to_#fh2012
#sarkocasuffit,#sarkozy,1,undirected,#sarkocasuffit_to_#sarkozy
#fh2012,#sarkozy,1,undirected,#fh2012_to_#sarkozy
#villepinte,#rpr,1,undirected,#villepinte_to_#rpr
#sarkothon,#tournerlapage,1,undirected,#sarkothon_to_#tournerlapage
#sarkothon,#malauxvaleurs,1,undirected,#sarkothon_to_#malauxvaleurs
#sarkothon,#égalité,1,undirected,#sarkothon_to_#égalité
#malauxvaleurs,#égalité,1,undirected,#malauxvaleurs_to_#égalité
#villepinte,#sarkothon,1,undirected,#villepinte_to_#sarkothon
#villepinte,#fh2012,1,undirected,#villepinte_to_#fh2012
#villepinte,#sarkocasuffit,1,undirected,#villepinte_to_#sarkocasuffit
#sarkothon,#fh2012,1,undirected,#sarkothon_to_#fh2012
#sarkothon,#sarkocasuffit,1,undirected,#sarkothon_to_#sarkocasuffit
#fh2012,#sarkocasuffit,1,undirected,#fh2012_to_#sarkocasuffit
#dakar,#grenoble,1,undirected,#dakar_to_#grenoble
#dakar,#sarkothon,1,undirected,#dakar_to_#sarkothon
#dakar,#chômage,1,undirected,#dakar_to_#chômage
#dakar,#pouvoirdachat,1,undirected,#dakar_to_#pouvoirdachat
#dakar,#népotisme,1,undirected,#dakar_to_#népotisme
#grenoble,#sarkothon,1,undirected,#grenoble_to_#sarkothon
#grenoble,#chômage,1,undirected,#grenoble_to_#chômage
#grenoble,#pouvoirdachat,1,undirected,#grenoble_to_#pouvoirdachat
#grenoble,#népotisme,1,undirected,#grenoble_to_#népotisme
#sarkothon,#chômage,1,undirected,#sarkothon_to_#chômage
#sarkothon,#pouvoirdachat,1,undirected,#sarkothon_to_#pouvoirdachat
#sarkothon,#népotisme,1,undirected,#sarkothon_to_#népotisme
#chômage,#pouvoirdachat,1,undirected,#chômage_to_#pouvoirdachat
#chômage,#népotisme,1,undirected,#chômage_to_#népotisme
#pouvoirdachat,#népotisme,1,undirected,#pouvoirdachat_to_#népotisme
#sarkothon,#sarkozy2012,1,undirected,#sarkothon_to_#sarkozy2012
#priceless,#sarko,1,undirected,#priceless_to_#sarko
#priceless,#bilanpourri,1,undirected,#priceless_to_#bilanpourri
#sarko,#bilanpourri,1,undirected,#sarko_to_#bilanpourri
#villepinte,#lebattementdailesdupapillon,1,undirected,#villepinte_to_#lebattementdailesdupapillon
#sarkothon,#sarkoshow,1,undirected,#sarkothon_to_#sarkoshow
#sarkothon,#fh2012,1,undirected,#sarkothon_to_#fh2012
#sarkoshow,#fh2012,1,undirected,#sarkoshow_to_#fh2012
#umpathetique,#pipeau,1,undirected,#umpathetique_to_#pipeau
#umpathetique,#sarkothon,1,undirected,#umpathetique_to_#sarkothon
#pipeau,#sarkothon,1,undirected,#pipeau_to_#sarkothon
#villepinte,#sarkothon,1,undirected,#villepinte_to_#sarkothon
#nice06,#villepinte,1,undirected,#nice06_to_#villepinte
#ff,#fh2012,1,undirected,#ff_to_#fh2012
#sarkozy,#fh2012,1,undirected,#sarkozy_to_#fh2012
#republiqueirreprochable,#fh2012,1,undirected,#republiqueirreprochable_to_#fh2012
#republiqueirreprochable,#lccm,1,undirected,#republiqueirreprochable_to_#lccm
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#sarkozy,#femme,1,undirected,#sarkozy_to_#femme
#carlabruni,#càvous,1,undirected,#carlabruni_to_#càvous
#sarko,#asusual,1,undirected,#sarko_to_#asusual
#sarko,#potemkinecestfini,1,undirected,#sarko_to_#potemkinecestfini
#asusual,#potemkinecestfini,1,undirected,#asusual_to_#potemkinecestfini
#ps33,#journeedelafemme,1,undirected,#ps33_to_#journeedelafemme
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#sarkocasuffit,#fh2012,1,undirected,#sarkocasuffit_to_#fh2012
#sarkocasuffit,#dpda,1,undirected,#sarkocasuffit_to_#dpda
#fh2012,#dpda,1,undirected,#fh2012_to_#dpda
#fh2012,#jt20h,1,undirected,#fh2012_to_#jt20h
#jt20h,#france2,1,undirected,#jt20h_to_#france2
#jt20h,#fh2012,1,undirected,#jt20h_to_#fh2012
#jt20h,#lccm,1,undirected,#jt20h_to_#lccm
#france2,#fh2012,1,undirected,#france2_to_#fh2012
#france2,#lccm,1,undirected,#france2_to_#lccm
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#jt20h,#fh2012,1,undirected,#jt20h_to_#fh2012
#jt20h,#fh2012,1,undirected,#jt20h_to_#fh2012
#immigration,#ferme,1,undirected,#immigration_to_#ferme
#immigration,#juste,1,undirected,#immigration_to_#juste
#immigration,#humaniste,1,undirected,#immigration_to_#humaniste
#immigration,#fh2012,1,undirected,#immigration_to_#fh2012
#ferme,#juste,1,undirected,#ferme_to_#juste
#ferme,#humaniste,1,undirected,#ferme_to_#humaniste
#ferme,#fh2012,1,undirected,#ferme_to_#fh2012
#juste,#humaniste,1,undirected,#juste_to_#humaniste
#juste,#fh2012,1,undirected,#juste_to_#fh2012
#humaniste,#fh2012,1,undirected,#humaniste_to_#fh2012
#france2,#fh2012,1,undirected,#france2_to_#fh2012
#france2,#lccm,1,undirected,#france2_to_#lccm
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#dpda,#fh2012,1,undirected,#dpda_to_#fh2012
#dpda,#fh2012,1,undirected,#dpda_to_#fh2012
#dpda,#ns2012,1,undirected,#dpda_to_#ns2012
#ns2012,#dpda,1,undirected,#ns2012_to_#dpda
#ns2012,#fh2012,1,undirected,#ns2012_to_#fh2012
#dpda,#fh2012,1,undirected,#dpda_to_#fh2012
#sarkozy,#fabius,1,undirected,#sarkozy_to_#fabius
#sarkozy,#aubry,1,undirected,#sarkozy_to_#aubry
#sarkozy,#ns2012,1,undirected,#sarkozy_to_#ns2012
#sarkozy,#dpda,1,undirected,#sarkozy_to_#dpda
#fabius,#aubry,1,undirected,#fabius_to_#aubry
#fabius,#ns2012,1,undirected,#fabius_to_#ns2012
#fabius,#dpda,1,undirected,#fabius_to_#dpda
#aubry,#ns2012,1,undirected,#aubry_to_#ns2012
#aubry,#dpda,1,undirected,#aubry_to_#dpda
#ns2012,#dpda,1,undirected,#ns2012_to_#dpda
#sarko,#lccm,1,undirected,#sarko_to_#lccm
#sarko,#fh2012,1,undirected,#sarko_to_#fh2012
#lccm,#fh2012,1,undirected,#lccm_to_#fh2012
#ns2012,#dpda,1,undirected,#ns2012_to_#dpda
#melun,#fh2012,1,undirected,#melun_to_#fh2012
#sarkozy,#france2,1,undirected,#sarkozy_to_#france2
#sarkozy,#ns2012,1,undirected,#sarkozy_to_#ns2012
#sarkozy,#dpda,1,undirected,#sarkozy_to_#dpda
#france2,#ns2012,1,undirected,#france2_to_#ns2012
#france2,#dpda,1,undirected,#france2_to_#dpda
#ns2012,#dpda,1,undirected,#ns2012_to_#dpda
#narbonne,#vitivinicole,1,undirected,#narbonne_to_#vitivinicole
#fh2012,#e1,1,undirected,#fh2012_to_#e1
#fh2012,#france2,1,undirected,#fh2012_to_#france2
#fh2012,#4verites,1,undirected,#fh2012_to_#4verites
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#fh2012,#changement,1,undirected,#fh2012_to_#changement
#e1,#france2,1,undirected,#e1_to_#france2
#e1,#4verites,1,undirected,#e1_to_#4verites
#e1,#lccm,1,undirected,#e1_to_#lccm
#e1,#changement,1,undirected,#e1_to_#changement
#france2,#4verites,1,undirected,#france2_to_#4verites
#france2,#lccm,1,undirected,#france2_to_#lccm
#france2,#changement,1,undirected,#france2_to_#changement
#4verites,#lccm,1,undirected,#4verites_to_#lccm
#4verites,#changement,1,undirected,#4verites_to_#changement
#lccm,#changement,1,undirected,#lccm_to_#changement
#7eme,#dati,1,undirected,#7eme_to_#dati
#7eme,#umpanique,1,undirected,#7eme_to_#umpanique
#dati,#umpanique,1,undirected,#dati_to_#umpanique
#hollande,#ps,1,undirected,#hollande_to_#ps
#carnaval,#nice06,1,undirected,#carnaval_to_#nice06
#franceinter,#franceculture,1,undirected,#franceinter_to_#franceculture
#franceinter,#mouv,1,undirected,#franceinter_to_#mouv
#franceinter,#itele,1,undirected,#franceinter_to_#itele
#franceinter,#fh2012,1,undirected,#franceinter_to_#fh2012
#franceculture,#mouv,1,undirected,#franceculture_to_#mouv
#franceculture,#itele,1,undirected,#franceculture_to_#itele
#franceculture,#fh2012,1,undirected,#franceculture_to_#fh2012
#mouv,#itele,1,undirected,#mouv_to_#itele
#mouv,#fh2012,1,undirected,#mouv_to_#fh2012
#itele,#fh2012,1,undirected,#itele_to_#fh2012
#ns2012,#bordeaux,1,undirected,#ns2012_to_#bordeaux
#terrebrulee,#fh2012,1,undirected,#terrebrulee_to_#fh2012
#gueant,#fh2012,1,undirected,#gueant_to_#fh2012
#fh2012,#ns2012,1,undirected,#fh2012_to_#ns2012
#ps,#fh2012,1,undirected,#ps_to_#fh2012
#ps,#ns2012,1,undirected,#ps_to_#ns2012
#fh2012,#ns2012,1,undirected,#fh2012_to_#ns2012
#narbonne,#barques,1,undirected,#narbonne_to_#barques
#lccm,#fh2012,1,undirected,#lccm_to_#fh2012
#lccm,#fh2012,1,undirected,#lccm_to_#fh2012
#lyon,#lccm,1,undirected,#lyon_to_#lccm
#bayonne,#valls,1,undirected,#bayonne_to_#valls
#bayonne,#ps,1,undirected,#bayonne_to_#ps
#valls,#ps,1,undirected,#valls_to_#ps
#fh2012,#lyon,1,undirected,#fh2012_to_#lyon
#lavraievie,#accusationsindignes,1,undirected,#lavraievie_to_#accusationsindignes
#fh2012,#lccm,1,undirected,#fh2012_to_#lccm
#fh2012,#lyon,1,undirected,#fh2012_to_#lyon
#lccm,#lyon,1,undirected,#lccm_to_#lyon
#bleus,#euro2012,1,undirected,#bleus_to_#euro2012
#lccm,#fh2012,1,undirected,#lccm_to_#fh2012
#florange,#ns2012,1,undirected,#florange_to_#ns2012
#bleus,#euro2012,1,undirected,#bleus_to_#euro2012
#bleus,#nice06,1,undirected,#bleus_to_#nice06
#euro2012,#nice06,1,undirected,#euro2012_to_#nice06
#hollande,#sansrancune,1,undirected,#hollande_to_#sansrancune
#le,#fh2012,1,undirected,#le_to_#fh2012
#pdc,#fh2012,1,undirected,#pdc_to_#fh2012
#pdc,#fh2012,1,undirected,#pdc_to_#fh2012
#pdc,#fh2012,1,undirected,#pdc_to_#fh2012
#fh2012,#pdc,1,undirected,#fh2012_to_#pdc
#fh2012,#pdc,1,undirected,#fh2012_to_#pdc
#fh2012,#pdc,1,undirected,#fh2012_to_#pdc
#presidentielle2012,#tf1,1,undirected,#presidentielle2012_to_#tf1
#presidentielle2012,#fh2012,1,undirected,#presidentielle2012_to_#fh2012
#tf1,#fh2012,1,undirected,#tf1_to_#fh2012
#pdc,#fh2012,1,undirected,#pdc_to_#fh2012
