id,label,count
#nicolas,#nicolas,9
#radiohollande,#radiohollande,18
#rouen,#rouen,13
#corse,#corse,2
#lacampagnetoutterrain,#lacampagnetoutterrain,1
#agendaduchangement,#agendaduchangement,14
#carpentras,#carpentras,1
#pcsm,#pcsm,1
#trouy,#trouy,1
#bourges,#bourges,31
#toulon,#toulon,12
#8ecircovar,#8ecircovar,2
#limoges,#limoges,13
#pertuis,#pertuis,1
#olap,#olap,1
#72h,#72h,5
#inauguration,#inauguration,11
#application,#application,1
#smartphone,#smartphone,1
#chevreuse,#chevreuse,1
#hqe,#hqe,1
#niqab,#niqab,1
#urbanisme,#urbanisme,3
#royal,#royal,9
#lepen,#lepen,19
#cgt,#cgt,12
#florange,#florange,17
#guérini,#guérini,1
#navarro,#navarro,2
#senat,#senat,12
#canard,#canard,3
#8ecirconscription,#8ecirconscription,1
#aliot,#aliot,1
#guaino,#guaino,16
#nicolassarkozy,#nicolassarkozy,51
#juppé,#juppé,11
#jf_cope,#jf_cope,44
#ruquier,#ruquier,49
#gironde,#gironde,1
#jif,#jif,1
#écoquartier,#écoquartier,1
#bfmbusiness,#bfmbusiness,4
#aldc,#aldc,1
#8ecirco,#8ecirco,1
#44etourduhautvarmatin,#44etourduhautvarmatin,1
#thvm,#thvm,1
#tourduhautvarmatin,#tourduhautvarmatin,1
#dcdc,#dcdc,5
#législatives34,#législatives34,9
#roubaix,#roubaix,10
#hébergement,#hébergement,4
#nord,#nord,6
#pnrqad,#pnrqad,1
#valenciennes,#valenciennes,7
#lille,#lille,14
#école,#école,8
#berlin,#berlin,1
#immobilier,#immobilier,1
#zemmour,#zemmour,4
#naulleau,#naulleau,3
#grandfroid,#grandfroid,4
#longjumeau,#longjumeau,11
#melenchon2012,#melenchon2012,1
#assaf2012,#assaf2012,7
#bfmtv,#bfmtv,65
#itele,#itele,17
#legislatives34,#legislatives34,9
#sommetcrise,#sommetcrise,7
#chapitre2012,#chapitre2012,7
#rcj,#rcj,1
#fnars,#fnars,2
#montebourg,#montebourg,10
#denisot,#denisot,1
#grand_journal,#grand_journal,1
#peyron,#peyron,1
#ferry,#ferry,2
#circo7510,#circo7510,22
#baumel2012,#baumel2012,4
#circo3704,#circo3704,2
#circo9309,#circo9309,3
#socialistes,#socialistes,17
#ecolos,#ecolos,1
#grandparis,#grandparis,12
#ff_back,#ff_back,15
#rivegauche,#rivegauche,1
#ssd,#ssd,15
#ffbis,#ffbis,1
#gouvernement,#gouvernement,27
#presidentnormal,#presidentnormal,1
#lb2012,#lb2012,9
#10mai,#10mai,7
#media,#media,5
#nucléaire,#nucléaire,63
#areva,#areva,2
#europe1,#europe1,32
#fh0212,#fh0212,122
#fukushima,#fukushima,113
#votehollande,#votehollande,284
#avechollande,#avechollande,17
#bristol,#bristol,1
#fh31,#fh31,22
#fessenheim,#fessenheim,13
#greenpeace,#greenpeace,7
#nucléaires,#nucléaires,6
#sûreté,#sûreté,2
#coucou,#coucou,4
#1ermai,#1ermai,13
#reporterre,#reporterre,1
#laventie,#laventie,2
#tchernobyl,#tchernobyl,2
#nuke,#nuke,59
#partisocialiste,#partisocialiste,3
#lecreusot,#lecreusot,1
#lebreuil,#lebreuil,1
#fh6mai,#fh6mai,8
#elkabbach,#elkabbach,5
#jeveux3débats,#jeveux3débats,1
#joly,#joly,63
#jdcjdr,#jdcjdr,7
#clapclap,#clapclap,1
#1ertour,#1ertour,2
#japon,#japon,8
#climatechange,#climatechange,11
#circo7708,#circo7708,3
#polynesie,#polynesie,4
#baroin,#baroin,5
#polynésie,#polynésie,2
#telephoniemobile,#telephoniemobile,1
#sante,#sante,15
#psa,#psa,3
#aulnay,#aulnay,30
#générationsfutures,#générationsfutures,1
#hommage,#hommage,12
#provins,#provins,7
#dantec,#dantec,1
#dutrey,#dutrey,1
#penly,#penly,11
#torture,#torture,1
#dunkerque,#dunkerque,2
#jeudinoir,#jeudinoir,1
#dal,#dal,1
#10emecircoparis,#10emecircoparis,1
#chirac,#chirac,13
#paris12,#paris12,5
#tours,#tours,49
#outremer,#outremer,50
#duflot,#duflot,2
#baupin,#baupin,3
#evajoly2012,#evajoly2012,5
#listeestlongue,#listeestlongue,1
#çacommenceabienfaire,#çacommenceabienfaire,1
#pjp2012,#pjp2012,1
#espagne,#espagne,6
#climateweek,#climateweek,1
#eurogroupe,#eurogroupe,2
#zoneeuro,#zoneeuro,1
#nukepourrittout,#nukepourrittout,3
#ringardisme,#ringardisme,1
#earth,#earth,1
#pollution,#pollution,4
#biodiversité,#biodiversité,1
#education,#education,45
#resf,#resf,2
#tournéegénérale,#tournéegénérale,4
#mlp,#mlp,10
#onnousauraitmenti,#onnousauraitmenti,1
#nuclear,#nuclear,1
#planclimat,#planclimat,2
#changement,#changement,171
#conseildeparis,#conseildeparis,7
#monamiletgv,#monamiletgv,3
#rtl,#rtl,27
#energie,#energie,3
#vite,#vite,1
#schengen,#schengen,6
#vieillissement,#vieillissement,1
#institutmontaigne,#institutmontaigne,1
#ecofin,#ecofin,1
#service,#service,2
#chainehumaine,#chainehumaine,3
#tepco,#tepco,1
#tokyo,#tokyo,1
#fb,#fb,8
#sondagematinal,#sondagematinal,1
#quefontlesassodeparentsdeleves,#quefontlesassodeparentsdeleves,1
#besson,#besson,6
#rendreacesar,#rendreacesar,1
#8mars,#8mars,9
#oséo,#oséo,1
#russie,#russie,5
#fait,#fait,1
#catastropheindustrielle,#catastropheindustrielle,1
#ecologie,#ecologie,9
#agriculture,#agriculture,12
#mobilisation,#mobilisation,15
#austérité,#austérité,2
#fn,#fn,26
#seinesaintdenis,#seinesaintdenis,2
#romainville,#romainville,1
#oscar,#oscar,2
#dujardin,#dujardin,3
#sénat,#sénat,10
#pétrole,#pétrole,1
#veolia,#veolia,4
#frérot,#frérot,1
#iran,#iran,3
#liberonslenergie,#liberonslenergie,5
#cacommenceabienfaire,#cacommenceabienfaire,1
#grandecart,#grandecart,1
#ehouimoiaussi,#ehouimoiaussi,1
#gandrange,#gandrange,4
#greenpeaceaussi,#greenpeaceaussi,1
#séisme,#séisme,2
#civilisationsuperieure,#civilisationsuperieure,1
#tva,#tva,30
#grèce,#grèce,17
#energies2050,#energies2050,1
#mirageagogos,#mirageagogos,1
#présidentielle2012,#présidentielle2012,5
#rased,#rased,12
#ecole,#ecole,3
#emploi,#emploi,14
#dialoguesocial,#dialoguesocial,1
#fao,#fao,2
#froid,#froid,1
#électrique,#électrique,1
#imbecileutile,#imbecileutile,1
#culture,#culture,12
#religion,#religion,1
#civilisation,#civilisation,4
#bergesdeseine,#bergesdeseine,2
#gueant,#gueant,79
#santé,#santé,36
#standingovation,#standingovation,1
#5minutes,#5minutes,1
#vieillepolitique,#vieillepolitique,1
#armement,#armement,1
#karachi,#karachi,11
#environnementcacommenceabienfaire,#environnementcacommenceabienfaire,1
#stopnucleaire,#stopnucleaire,2
#leprogrès,#leprogrès,2
#ensortirleplusvitepossible,#ensortirleplusvitepossible,1
#doublediscours,#doublediscours,2
#vasyprendnouspourdescons,#vasyprendnouspourdescons,1
#sarkoshow,#sarkoshow,120
#esbrouffe,#esbrouffe,2
#sarkortf,#sarkortf,5
#toutsappliqueraapres,#toutsappliqueraapres,1
#injusticesociale,#injusticesociale,1
#anneedudragon,#anneedudragon,1
#fne,#fne,4
#rps,#rps,2
#uk,#uk,1
#nucleaires,#nucleaires,1
#présidentielle,#présidentielle,14
#mei,#mei,1
#schiste,#schiste,1
#nkm,#nkm,26
#organisateur,#organisateur,1
#voynet,#voynet,3
#montreuil,#montreuil,139
#hrw,#hrw,2
#encoreunquivasauter,#encoreunquivasauter,1
#oursel,#oursel,1
#lauvergeon,#lauvergeon,1
#uramin,#uramin,2
#obama,#obama,2
#guantánamo,#guantánamo,1
#cruas,#cruas,1
#civaux,#civaux,1
#cpolitique,#cpolitique,3
#edf,#edf,6
#nogent,#nogent,1
#troyes,#troyes,1
#ménage,#ménage,1
#écologique,#écologique,2
#expliquezvous,#expliquezvous,5
#viktororban,#viktororban,1
#aaa,#aaa,44
#longuet,#longuet,6
#pandas,#pandas,1
#combo,#combo,1
#etatexemplaire,#etatexemplaire,1
#jacquier,#jacquier,2
#stresstests,#stresstests,1
#linky,#linky,1
#poudreauxyeux,#poudreauxyeux,1
#guéant,#guéant,45
#enr,#enr,2
#coût,#coût,1
#circo6702,#circo6702,42
#circo2903,#circo2903,25
#diversgauche,#diversgauche,5
#bzhg,#bzhg,3
#dodo,#dodo,1
#twitteroff,#twitteroff,2
#angers,#angers,117
#rythmesscolaires,#rythmesscolaires,6
#5jours,#5jours,10
#wattv,#wattv,6
#bonmot,#bonmot,1
#horscontexte,#horscontexte,1
#ok,#ok,1
#cm,#cm,2
#énorme,#énorme,1
#liaisonsud,#liaisonsud,2
#cmstras,#cmstras,5
#démagogie,#démagogie,3
#vide,#vide,1
#bies2012,#bies2012,25
#divers,#divers,2
#saint,#saint,24
#mauvaisefoi,#mauvaisefoi,3
#mensonge,#mensonge,7
#objectivité,#objectivité,2
#legislative,#legislative,7
#bayern,#bayern,9
#changemen,#changemen,1
#transition,#transition,1
#bonnechancefrançois,#bonnechancefrançois,2
#cnps,#cnps,3
#championnatdumonde,#championnatdumonde,1
#hockey,#hockey,7
#familles,#familles,10
#rural,#rural,1
#circo4901,#circo4901,1
#angersloiremetropole,#angersloiremetropole,2
#hybride,#hybride,1
#donnonsunemajoriteauchangement,#donnonsunemajoriteauchangement,1
#mondial,#mondial,1
#lamatinale,#lamatinale,1
#vienne38,#vienne38,1
#hollandeprésident,#hollandeprésident,2
#ralliement,#ralliement,1
#debat,#debat,3
#lechangementcestmaintenant,#lechangementcestmaintenant,62
#aurevoirns,#aurevoirns,26
#voteholande,#voteholande,30
#sarkocestfini,#sarkocestfini,1
#communautarisme,#communautarisme,2
#heu,#heu,1
#nocomment,#nocomment,4
#rythmes,#rythmes,1
#pp3,#pp3,1
#chômage,#chômage,6
#alsace,#alsace,1
#technicolor,#technicolor,5
#droitehonteuse,#droitehonteuse,1
#presidentielle2012,#presidentielle2012,14
#umpanique,#umpanique,64
#campagnehonteuse,#campagnehonteuse,1
#actemanqué,#actemanqué,1
#prédiction,#prédiction,1
#petitbonheurdujour,#petitbonheurdujour,1
#respect,#respect,12
#avenir,#avenir,9
#innovation,#innovation,3
#ns,#ns,89
#enfants,#enfants,2
#ouestfrance,#ouestfrance,1
#soirée,#soirée,2
#chut,#chut,3
#normandon,#normandon,1
#caen,#caen,241
#apathie,#apathie,3
#tiercé,#tiercé,3
#non,#non,2
#vallini,#vallini,1
#rmc,#rmc,34
#bfm,#bfm,13
#stracel,#stracel,1
#unsangers2012,#unsangers2012,1
#welsh,#welsh,1
#bondebutdesoirée,#bondebutdesoirée,1
#valeo,#valeo,2
#sarkoçasuffit,#sarkoçasuffit,26
#neudorf,#neudorf,1
#tapie,#tapie,7
#bâtonniers,#bâtonniers,1
#monplaisir,#monplaisir,2
#nouvelobs,#nouvelobs,4
#engagement,#engagement,2
#democratie,#democratie,2
#sarkocasuffit,#sarkocasuffit,109
#sarkopipo,#sarkopipo,37
#sarkoment,#sarkoment,3
#dpc,#dpc,5
#sarkozycasuffit,#sarkozycasuffit,5
#éducation,#éducation,43
#ipad,#ipad,5
#terranova,#terranova,1
#sarkhoton,#sarkhoton,3
#corrèze,#corrèze,37
#sincérité,#sincérité,3
#parentalité,#parentalité,6
#fcpe,#fcpe,4
#circo1,#circo1,1
#brest,#brest,8
#nevers,#nevers,2
#laroche,#laroche,1
#incompréhensions,#incompréhensions,1
#jt20h,#jt20h,12
#passionnant,#passionnant,2
#éducative,#éducative,1
#outrance,#outrance,2
#reculpourlesfemmes,#reculpourlesfemmes,1
#honteux,#honteux,1
#cg67,#cg67,4
#umpathétique,#umpathétique,2
#toutarrive,#toutarrive,2
#bordeaux,#bordeaux,21
#cestvraimentlechangement,#cestvraimentlechangement,1
#lfh2012,#lfh2012,1
#dden,#dden,1
#laïcité,#laïcité,2
#villevêque,#villevêque,1
#developpementdurable,#developpementdurable,2
#collège,#collège,2
#projetseducatifs,#projetseducatifs,1
#beauxprojets,#beauxprojets,1
#engagement31,#engagement31,1
#opendata,#opendata,10
#eparc,#eparc,1
#bayonne,#bayonne,15
#twaperoangers,#twaperoangers,6
#expliquez,#expliquez,1
#ecran,#ecran,1
#gauche,#gauche,19
#conseilcus,#conseilcus,3
#rapport,#rapport,4
#chassezlenaturel,#chassezlenaturel,1
#cus,#cus,1
#larépubliqueirreprochable,#larépubliqueirreprochable,1
#twitter,#twitter,39
#tramd,#tramd,1
#retourdelabelleepoque,#retourdelabelleepoque,1
#madamejesaistout,#madamejesaistout,1
#borloo,#borloo,9
#conseilmunicipal,#conseilmunicipal,2
#twapero,#twapero,1
#fh20122,#fh20122,1
#tvasarkozy,#tvasarkozy,23
#richert,#richert,2
#slt,#slt,2
#youpi,#youpi,1
#référendumpourlechangement,#référendumpourlechangement,1
#moscovici,#moscovici,13
#specialededicace,#specialededicace,1
#merkozy,#merkozy,6
#bus,#bus,4
#tram,#tram,1
#irigo,#irigo,1
#tramway,#tramway,4
#gco,#gco,2
#lavraievieexiste,#lavraievieexiste,1
#apparu,#apparu,3
#écoles,#écoles,1
#fermetures,#fermetures,1
#nonauxfermeturesdeclasses,#nonauxfermeturesdeclasses,1
#lecourage,#lecourage,1
#lccd,#lccd,2
#nouvellespratiqueseducatives,#nouvellespratiqueseducatives,1
#nonauxsuppressionsdepostes,#nonauxsuppressionsdepostes,1
#promessenontenue,#promessenontenue,1
#scandalisé,#scandalisé,2
#fautbienrigoler,#fautbienrigoler,1
#concordat,#concordat,1
#maurer,#maurer,1
#conseilstrasbourg,#conseilstrasbourg,1
#toupet,#toupet,1
#cmstrasbourg,#cmstrasbourg,1
#augé,#augé,1
#françoishollande,#françoishollande,5
#angevins,#angevins,1
#cantondetiercé,#cantondetiercé,1
#françois,#françois,5
#stasbourg,#stasbourg,1
#terrain,#terrain,8
#realitesviedesfrançais,#realitesviedesfrançais,1
#10ansdedroite,#10ansdedroite,2
#keller,#keller,2
#lechangementcestdemain,#lechangementcestdemain,2
#coppé,#coppé,1
#wauquiez,#wauquiez,1
#pecresse,#pecresse,10
#angersloiremetropolemétropole,#angersloiremetropolemétropole,1
#immigration,#immigration,11
#ecouflant,#ecouflant,1
#mulhouse,#mulhouse,1
#présidentielles2012,#présidentielles2012,1
#salemec,#salemec,6
#csoj,#csoj,10
#seafrance,#seafrance,17
#presidencedelaparole,#presidencedelaparole,1
#fessenhein,#fessenhein,1
#républiqueirréprochable,#républiqueirréprochable,1
#gatore,#gatore,1
#nationalité,#nationalité,1
#circo3701,#circo3701,14
#jpg2012,#jpg2012,30
#circo7507,#circo7507,6
#soundcloud,#soundcloud,4
#circo3310,#circo3310,5
#monumenta,#monumenta,1
#presse,#presse,2
#engagement51,#engagement51,1
#le,#le,15
#lepresident,#lepresident,1
#libé,#libé,12
#sarkothon,#sarkothon,61
#nancy,#nancy,8
#canteleu,#canteleu,3
#barentin,#barentin,1
#letrait,#letrait,1
#dette,#dette,7
#fécamp,#fécamp,19
#orthophoniste,#orthophoniste,2
#xbreton2012,#xbreton2012,10
#yeswecan,#yeswecan,1
#circo8502,#circo8502,7
#bulteau2012,#bulteau2012,16
#circo6405,#circo6405,31
#souchet,#souchet,1
#guesdon,#guesdon,1
#référendumirlandais,#référendumirlandais,1
#benneteau,#benneteau,1
#tennis,#tennis,1
#rg2012,#rg2012,1
#circo7516,#circo7516,11
#circo1301,#circo1301,19
#careschexperience,#careschexperience,5
#figaro,#figaro,15
#courir,#courir,1
#uneheurepourseviderlatête,#uneheurepourseviderlatête,1
#circo8501,#circo8501,1
#lavigneauxroses,#lavigneauxroses,1
#renédosiere,#renédosiere,2
#humourdegauche,#humourdegauche,1
#bulteau,#bulteau,2
#donnonsunemajoritéauchangement,#donnonsunemajoritéauchangement,3
#done,#done,1
#bertranddelanoe,#bertranddelanoe,3
#christophegirard,#christophegirard,2
#leparisien,#leparisien,2
#lemonde,#lemonde,5
#alexistsipras,#alexistsipras,1
#syriza,#syriza,1
#nicolebricq,#nicolebricq,1
#geraudguibert,#geraudguibert,1
#airsarkoone,#airsarkoone,1
#francoishollande,#francoishollande,9
#aureliefilippetti,#aureliefilippetti,1
#publicsenat,#publicsenat,3
#franceinter,#franceinter,34
#jeannette,#jeannette,1
#vendée,#vendée,16
#nadjatvallaudbelkacem,#nadjatvallaudbelkacem,1
#laprovence,#laprovence,1
#bultomobile,#bultomobile,1
#rblum,#rblum,1
#regrets,#regrets,1
#ceyzériat,#ceyzériat,5
#legislativesps,#legislativesps,9
#conseil,#conseil,6
#enroutepourlavictoire,#enroutepourlavictoire,2
#lancementdecampagne,#lancementdecampagne,1
#dtian,#dtian,1
#montmartre,#montmartre,1
#robert,#robert,2
#sabot,#sabot,1
#place,#place,2
#la,#la,7
#patrick,#patrick,1
#lmp,#lmp,11
#le6maijevotens,#le6maijevotens,19
#ledebat2012,#ledebat2012,13
#peut,#peut,1
#l,#l,9
#le6mainousvoteronsns,#le6mainousvoteronsns,1
#riposteparty,#riposteparty,24
#thevoice,#thevoice,10
#bertrandelanoe,#bertrandelanoe,1
#fourage2012,#fourage2012,1
#neelie,#neelie,1
#europehollande,#europehollande,1
#larochesuryon,#larochesuryon,1
#generationpap,#generationpap,1
#leprogresàgauche,#leprogresàgauche,1
#salies,#salies,14
#pays,#pays,1
#bizanos,#bizanos,12
#condorde,#condorde,1
#domainedelagauche,#domainedelagauche,1
#revermont,#revermont,1
#bidache,#bidache,2
#peintures,#peintures,1
#st,#st,14
#sports,#sports,3
#tousensemble,#tousensemble,9
#fh,#fh,178
#benbella,#benbella,1
#mutualité,#mutualité,17
#responsabilité,#responsabilité,5
#solidarité,#solidarité,18
#nosenfantsunepriorité,#nosenfantsunepriorité,1
#accesauxsoinssurttleterritoire,#accesauxsoinssurttleterritoire,1
#lamutualite,#lamutualite,3
#assembleenationale,#assembleenationale,8
#francoisbaroin,#francoisbaroin,1
#valeriepecresse,#valeriepecresse,1
#bounezeau,#bounezeau,1
#lettreaupeuplefrançais,#lettreaupeuplefrançais,4
#classement,#classement,1
#beautour,#beautour,1
#parisot,#parisot,3
#medef,#medef,4
#cambadelis,#cambadelis,1
#missiondujour,#missiondujour,1
#ce,#ce,1
#grève,#grève,5
#ateliers,#ateliers,1
#cevipof,#cevipof,1
#cran,#cran,1
#sénégal,#sénégal,2
#sall,#sall,1
#wade,#wade,3
